rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt", new,Home/Away,Win/Loss,USU_rank,USU_team,USU_conf,USU_record,USU_adjoe,USU_oe Rank,USU_adjde,USU_de Rank,USU_barthag,USU_rank.1,USU_proj. W,USU_Proj. L,USU_Pro Con W,USU_Pro Con L,USU_Con Rec.,USU_sos,USU_ncsos,USU_consos,USU_Proj. SOS,USU_Proj. Noncon SOS,USU_Proj. Con SOS,USU_elite SOS,USU_elite noncon SOS,USU_Opp OE,USU_Opp DE,USU_Opp Proj. OE,USU_Opp Proj DE,USU_Con Adj OE,USU_Con Adj DE,USU_Qual O,USU_Qual D,USU_Qual Barthag,USU_Qual Games,USU_FUN,USU_ConPF,USU_ConPA,USU_ConPoss,USU_ConOE,USU_ConDE,USU_ConSOSRemain,USU_Conf Win%,USU_WAB,USU_WAB Rk,"USU_Fun Rk, adjt",USU_ new
173,Weber St.,BSky,15-14,103.37296153591844,168,104.13144530196948,196,0.4789944987312728,173,15,14,11,5,11-5,0.4781507377161271,0.6389413902818573,0.3644865355035237,0.4781507377161271,0.6389413902818573,0.3644865355035237,0.8456227597634012,0.7374334896322969,103.07147410442306,103.82737179004816,103.07147410442306,103.82737179004816,106.0177606883893,104.87676301772086,113.93787104423026,112.1927646755134,0.5442589192694893,3,0.0221928690389232,1121.0,1037.0,1019.8875,1.0991408366118811,1.016778811388511,0,0.6875,-7.134857243294003,158,117,63.9764400531099,H,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
16,BYU,MWC,31-5,117.18712038385408,13,95.23389382712443,40,0.9157160454752572,16,31,5,14,2,14-2,0.6663381683197426,0.6054659691522092,0.6722750992175518,0.6663381683197426,0.6054659691522092,0.6722750992175518,0.7384592670838538,0.7873152562465442,106.86819607083768,99.53443130556036,106.86819607083768,99.53443130556036,118.42660122053276,94.61173204467076,138.73576902442952,109.37042493082448,0.9390636092307628,12,0.094035267803083,1312.0,1114.0,1145.775,1.145076476620628,0.9722676790818444,0,0.875,7.242325213243885,8,19,70.02200189610986,A,L,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
244,Southern Utah,Sum,10-18,100.97580786953704,214,108.10750324046435,272,0.3132821130858246,244,10,18,7,11,7-11,0.4572898720494739,0.4383600086006676,0.4483366532791856,0.4572898720494739,0.4383600086006676,0.4483366532791856,0.8630350324265983,0.8530090941006296,104.16003527847258,106.5616910400254,104.16003527847258,106.5616910400254,103.18685405344362,108.67166696888891,108.27581554804536,117.0484925016804,0.2898886925758586,3,-0.0498227398221576,1329.0,1362.0,1238.9625,1.0726716910318108,1.0993068797481764,0,0.3888888888888889,-12.459214282046696,260,277,65.88143594255769,A,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
138,Utah,MWC,12-17,102.57816542565102,184,100.52802389084896,118,0.5577828031154994,138,12,17,6,10,6-10,0.6662335870786265,0.5769360692990073,0.7167822774296809,0.6662335870786265,0.5769360692990073,0.7167822774296809,0.7177063461893628,0.7870234614303477,107.53534525523546,99.247863538255,107.53534525523546,99.247863538255,102.20385408632342,99.18459668907998,103.7687233665391,105.60816833973296,0.4496542467357804,11,0.0281094152653885,1033.0,1123.0,1068.65,0.9666401534646516,1.0508585598652505,0,0.375,-6.280517118759392,136,106,67.62007973010002,H,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
176,Northeastern,CAA,11-20,109.26660709998798,72,110.2348904285895,301,0.4746566924521106,176,11,20,6,12,6-12,0.558459336632707,0.564320026755112,0.5620666084239768,0.558459336632707,0.564320026755112,0.5620666084239768,0.8218899717945233,0.8259668992267074,104.1007869247328,101.41590094388845,104.1007869247328,101.41590094388845,109.0241232875308,109.9956109044628,100.08872013696408,95.43998216740324,0.6334237627265462,4,-0.0679787002270101,1196.0,1263.0,1117.8125,1.069946882862734,1.129885378809058,0,0.3333333333333333,-12.14782574370213,254,305,62.56362765065731,H,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
204,Denver,SB,13-17,99.35913171963054,239,102.52274282765391,154,0.4108498097766762,204,13,17,9,7,9-7,0.419516201522126,0.536258001821335,0.335328015750353,0.419516201522126,0.536258001821335,0.335328015750353,0.8890684670032767,0.8273741266104258,101.6449660254844,105.52359082924214,101.6449660254844,105.52359082924214,100.52849041332138,99.19283892552713,121.71456040010004,137.1982719078966,0.2014739368486002,2,-0.0794788982099565,983.0,917.0,942.875,1.0425560121967388,0.9725573379292058,0,0.5625,-12.050763212809912,252,319,56.50202571393783,A,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
37,Georgetown,BE,21-11,113.22849575291796,34,97.0347714783604,54,0.8550650494922226,37,21,11,10,8,10-8,0.7550387229524124,0.6314513232482419,0.8257913993082132,0.7550387229524124,0.6314513232482419,0.8257913993082132,0.6459715616580934,0.7686840476081933,110.31780375692708,97.86724628300824,110.31780375692708,97.86724628300824,111.15767586065056,95.78849216692852,121.59020512261368,104.3767806284924,0.8526408352502622,18,0.0911576240810102,1168.0,1174.0,1127.025,1.0363567800181896,1.0416805306004748,0,0.5555555555555556,4.2362484890430645,18,20,63.59896129099842,A,L,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
97,Long Beach St.,BW,20-12,106.2883988601812,107,99.881504116877,101,0.6714992148440629,97,20,12,14,2,14-2,0.542846316383488,0.7554918123784998,0.3930674311199834,0.542846316383488,0.7554918123784998,0.3930674311199834,0.8000563178040035,0.6361141725290359,104.3311608862873,101.75199545515169,104.3311608862873,101.75199545515169,105.1702688835608,97.05895549934534,114.50172329057152,112.34647383199624,0.5544151289242796,7,0.044490851655743,1200.0,1053.0,1108.1375000000005,1.082898106056333,0.9502430880644324,0,0.875,-2.9504486231375164,85,75,68.38490500917764,H,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
300,Cal St. Bakersfield,ind,9-19,97.04453338854124,280,110.33535094382768,302,0.1860209211734646,300,9,19,0,2,0-2,0.4391451309539266,0.4555508041209208,0.2258713797830014,0.4391451309539266,0.4555508041209208,0.2258713797830014,0.8663154039812827,0.8585200251539611,103.11139053027792,105.24299773329086,103.11139053027792,105.24299773329086,87.22631956405328,115.12926633268098,89.3067927612654,109.63050271830608,0.0864368767013106,3,0.0306724514043005,126.0,152.0,136.7625,0.9213051823416508,1.1114157755232612,0,0.0,-13.740252731629022,275,102,67.93411997050717,H,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
236,Utah Valley,GWC,15-11,100.5185235838931,221,106.74690867360782,242,0.3337295608489638,236,15,11,11,1,11-1,0.271791762332741,0.4083346342107541,0.1335557519949897,0.271791762332741,0.4083346342107541,0.1335557519949897,0.9249416359138786,0.8695711822263295,97.7091626383737,108.4838674000254,97.7091626383737,108.4838674000254,102.33116571677937,106.37301642725517,137.41858197181344,143.9911959321633,0.3688190837952734,2,-0.0225961210346303,954.0,839.0,859.6375000000002,1.1097701065856245,0.975992787657588,0,0.9166666666666666,-8.177790111094584,173,227,65.68618262350194,A,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
141,Idaho,WAC,17-14,105.35086426242052,116,103.35487355868008,175,0.5547720437604547,141,17,14,9,7,9-7,0.5032118505232276,0.4279556420177806,0.5548248990175761,0.5032118505232276,0.4279556420177806,0.5548248990175761,0.8484420018414474,0.8711018100202976,101.95777580076614,101.56969976857071,101.95777580076614,101.56969976857071,105.95748173581906,99.50656180752378,117.26509247677336,110.42281550115572,0.6662747261767393,3,0.0134104655424889,1102.0,1057.0,1060.875,1.0387651702603982,0.9963473547778956,0,0.5625,-6.52011736677615,140,131,63.23294600199283,H,W,22,Utah St.,WAC,29-4,110.6226117659838,59,91.88569115939023,12,0.8941793575673319,22,29,4,15,1,15-1,0.5186182716114804,0.485942310865093,0.5127094381496604,0.5186182716114804,0.485942310865093,0.5127094381496604,0.8401114168286256,0.8238224128450916,104.20533990446248,103.00899718602942,104.20533990446248,103.00899718602942,111.06595079490448,90.14192505152032,108.40353558952718,97.49692926464738,0.7719681448058655,4,0.0459213231363633,1146.0,922.0,1030.625,1.111946634323833,0.8946027895694361,0,0.9375,3.829966089053445,19,73,61.886602405892745
