rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt", new,Home/Away,Win/Loss,USU_rank,USU_team,USU_conf,USU_record,USU_adjoe,USU_oe Rank,USU_adjde,USU_de Rank,USU_barthag,USU_rank.1,USU_proj. W,USU_Proj. L,USU_Pro Con W,USU_Pro Con L,USU_Con Rec.,USU_sos,USU_ncsos,USU_consos,USU_Proj. SOS,USU_Proj. Noncon SOS,USU_Proj. Con SOS,USU_elite SOS,USU_elite noncon SOS,USU_Opp OE,USU_Opp DE,USU_Opp Proj. OE,USU_Opp Proj DE,USU_Con Adj OE,USU_Con Adj DE,USU_Qual O,USU_Qual D,USU_Qual Barthag,USU_Qual Games,USU_FUN,USU_ConPF,USU_ConPA,USU_ConPoss,USU_ConOE,USU_ConDE,USU_ConSOSRemain,USU_Conf Win%,USU_WAB,USU_WAB Rk,"USU_Fun Rk, adjt",USU_ new
8,Oklahoma,B12,29-8,119.09361423238788,12,94.49605667305848,17,0.9346579685266704,8,29,8,12,6,12-6,0.7526170458371413,0.562744202124205,0.82612488581146,0.7526170458371413,0.562744202124205,0.82612488581146,0.6226045685379147,0.7693616272289511,111.75781030708217,98.73230028801709,111.75781030708217,98.73230028801709,117.57526171305904,93.41620376972776,124.7039508003274,97.80317587417083,0.942368824948421,19,0.0815838043585758,1393.0,1307.0,1285.2499999999998,1.0838358296051354,1.0169227776697145,0,0.6666666666666666,7.874687428981901,5,35,69.92820308238016,H,W,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
136,Green Bay,Horz,21-13,107.86142474366858,113,105.1006526863816,183,0.5739978668978267,136,21,13,11,7,11-7,0.5057647530661191,0.5338718513414127,0.4530527909526221,0.5057647530661191,0.5338718513414127,0.4530527909526221,0.8324099177837992,0.8076700421521363,104.36463872431428,103.97057471434324,104.36463872431428,103.97057471434324,107.44679996814608,108.54172461685248,107.94666235027717,107.10683119000755,0.5224400433370137,5,0.0767199592082241,1526.0,1494.0,1398.025,1.091539850861036,1.0686504175533342,0,0.6111111111111112,-4.367659485733107,112,42,76.38415592433202,H,L,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
140,Weber St.,BSky,23-9,102.69191417037364,198,100.40410566020108,96,0.5644146066715916,140,23,9,15,3,15-3,0.3991480394156018,0.5546405176067191,0.2785274485847887,0.3991480394156018,0.5546405176067191,0.2785274485847887,0.8936095754155461,0.8335643806890383,103.98558491388404,108.44374143845236,103.98558491388404,108.44374143845236,100.80105075942772,98.24951172709108,100.68904401072425,99.66034899673272,0.5294894002520493,2,0.0778876243471958,1329.0,1173.0,1243.0499999999995,1.0691444431036563,0.9436466755158684,0,0.8333333333333334,-3.5073665215932768,99,39,66.7688156012003,A,W,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
278,Utah Valley,WAC,9-18,100.29861507557534,256,110.50978498236393,282,0.2469491907258944,278,9,18,6,8,6-8,0.4396297691833862,0.5267883523914928,0.3755558623954251,0.4396297691833862,0.5267883523914928,0.3755558623954251,0.844403382385578,0.7676091808532542,102.5519801315456,105.50293767543272,102.5519801315456,105.50293767543272,104.51873909873282,113.3116578113387,82.11930678055442,98.36249098026369,0.1114917334028767,3,-0.0375570216344982,1092.0,1114.0,1036.8875,1.0531518607370616,1.074369205916746,0,0.4285714285714285,-12.075302024214784,243,239,74.37680941700044,H,W,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
19,Duke,ACC,25-11,121.92382575634954,7,99.9713472469605,82,0.907450704085062,19,25,11,11,7,11-7,0.7423460358582787,0.6232032777629674,0.8119611789180511,0.7423460358582787,0.6232032777629674,0.8119611789180511,0.6733629061469338,0.7787859486234867,112.4056605317403,100.42597863491986,112.4056605317403,100.42597863491986,120.2744457420009,99.02103075108153,133.17541343142557,110.30731906352123,0.897206514920356,16,0.0068320673544529,1361.0,1292.0,1204.4875,1.1299411575462592,1.0726553824759493,0,0.6111111111111112,4.210307098456049,17,143,67.79916153138832,A,L,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
163,Missouri,SEC,10-21,103.72921665834345,186,103.66087285835113,156,0.501894859025248,163,10,21,3,15,3-15,0.6567782645653815,0.495102708129848,0.7735439442132668,0.6567782645653815,0.495102708129848,0.7735439442132668,0.7213694802690149,0.811063902946178,108.33248933638431,100.8898866332024,108.33248933638431,100.8898866332024,103.02196085938604,105.38882190811611,96.113570261084,104.13902732537528,0.2844981658194703,10,-0.0434373508283452,1216.0,1391.0,1252.35,0.9709745678125123,1.1107118617000038,0,0.1666666666666666,-9.447579937320322,196,258,67.98621811645945,A,W,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
49,BYU,WCC,25-11,113.00889109649567,47,99.1001456421969,67,0.8191144414853176,49,25,11,13,5,13-5,0.5623184253551894,0.5653025504355268,0.5160575825121145,0.5623184253551894,0.5653025504355268,0.5160575825121145,0.8042635919262632,0.806081277213702,107.12307486465676,103.79369541527258,107.12307486465676,103.79369541527258,111.93764601103004,97.78627975090198,110.94862735742537,99.77874215486855,0.772114473778086,8,-0.015626287601683,1514.0,1286.0,1323.225,1.1441742711934857,0.9718679740784824,0,0.7222222222222222,-1.378855417670397,79,205,73.51164673070994,A,L,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
82,UC Irvine,BW,26-10,106.52478810588283,139,97.65358820963031,48,0.731046789938059,82,26,10,13,3,13-3,0.5452783943231385,0.5767010852187866,0.4971441946301889,0.5452783943231385,0.5767010852187866,0.4971441946301889,0.8122923004692943,0.7561252265828212,105.77305483617327,103.1172094272648,105.77305483617327,103.1172094272648,106.70660156439196,98.38563418995122,99.44722001228476,100.68709479125287,0.4644372190423051,4,0.0875563100417228,1174.0,1065.0,1105.5125,1.0619509051231897,0.963354100473762,0,0.8125,-0.6627474178044704,65,26,67.1927329863983,H,L,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
39,Texas,B12,20-13,112.81796732844994,51,97.05516696217651,38,0.8495025397537241,39,20,13,11,7,11-7,0.7548315651520152,0.6294664253044614,0.8357924979068136,0.7548315651520152,0.6294664253044614,0.8357924979068136,0.6411663794223856,0.760554261650626,111.91382280138671,98.9989843655733,111.91382280138671,98.9989843655733,112.7564466407876,94.65743733033858,128.14356909128978,108.5974168089372,0.8702636560958182,17,0.0523861356659547,1238.0,1227.0,1187.3375,1.04266899681009,1.033404571151842,0,0.6111111111111112,3.0733651475281683,26,64,65.41335597115075,H,W,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
213,Idaho,BSky,19-13,99.21916102844182,278,103.6533040389599,155,0.3768860577989675,213,19,13,12,6,12-6,0.3822760541325206,0.5026330279130081,0.300679108755927,0.3822760541325206,0.5026330279130081,0.300679108755927,0.9075989265107912,0.8534694093333294,102.47665605952672,107.75274142665884,102.47665605952672,107.75274142665884,96.49732822263532,103.19016582624428,90.67737196238276,90.87045563451142,0.4938849382490871,1,0.0863417123040886,1254.0,1203.0,1214.9,1.0321837188245946,0.9902049551403408,0,0.6666666666666666,-7.425854232573684,164,29,65.77395786798485,H,W,122,Utah St.,MWC,14-15,111.19979733263273,68,107.07186834500638,218,0.6070730135402743,122,14,15,7,11,7-11,0.558517739439052,0.4916667096393381,0.5797052739585581,0.558517739439052,0.4916667096393381,0.5797052739585581,0.8180531667743287,0.8087756246573081,105.09564320186468,102.66341786990198,105.09564320186468,102.66341786990198,110.5370432764972,108.57198135433848,101.07778625737848,103.8594248508878,0.422577573342662,4,-0.0457220524412786,1320.0,1339.0,1227.3000000000002,1.0755316548521143,1.0910127923083188,0,0.3888888888888889,-7.309599653444483,161,268,66.7727130172972
