rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt", new
81,Georgia,SEC,14-17,111.01072890259769,52,100.80817710237636,135,0.7518838471788032,81,14,17,5,11,5-11,0.7040652459424654,0.566692191456534,0.807934818623233,0.7040652459424654,0.566692191456534,0.807934818623233,0.6897894557744536,0.7732574411707281,107.04336638727287,97.54772149097373,107.04336638727287,97.54772149097373,113.76163572898466,99.7367076228017,121.8989274734927,109.99205500626505,0.7653103031182392,12,-0.04373284355238899,1132.0,1170.0,1077.1000000000001,1.0509701977532262,1.0862501160523628,0,0.3125,-5.1025644932928405,114,269,63.699035464010464
82,Tulsa,CUSA,22-12,107.247039579323,100,97.9974212847955,81,0.7383149047849046,82,22,12,10,6,10-6,0.6033507220369732,0.5238953994469843,0.6523722778355633,0.6033507220369732,0.5238953994469843,0.6523722778355633,0.7684880021643646,0.79628377570989,105.67778401554388,100.90431355429645,105.67778401554388,100.90431355429645,105.31888882744371,97.00720214478018,110.04295426255204,104.91829673057266,0.6337693852731812,7,0.06307019016325865,1086.0,1070.0,1057.3625,1.0270838997978462,1.0119519086406035,0,0.625,-1.4413864405989874,63,43,65.51260028863885
83,Northeastern,CAA,20-13,105.25383042741694,140,96.18659550133731,60,0.7380727997113329,83,20,13,14,4,14-4,0.5973046693192255,0.6904876801497911,0.5165005420275511,0.5973046693192255,0.6904876801497911,0.5165005420275511,0.8068394986367686,0.7606906234117173,105.3192334119,101.06292186900014,105.3192334119,101.06292186900014,105.22951049548912,92.42343581841291,114.2667623622041,100.62911808411901,0.8117744983111442,6,-0.004062302242896498,1159.0,1002.0,1097.8,1.0557478593550738,0.9127345600291492,0,0.7777777777777778,-4.152187534160285,102,175,60.11509966780123
84,Providence,BE,12-19,116.97946426238454,13,107.0008037008719,259,0.7360160516147987,84,12,19,4,14,4-14,0.6992301649761745,0.4998810907522578,0.8261273421595755,0.6992301649761745,0.4998810907522578,0.8261273421595755,0.6817326337276045,0.829586334349112,108.38383279733014,98.95466424401667,108.38383279733014,98.95466424401667,116.23702435013271,106.1962634426781,116.91997818420212,106.64118728772112,0.7423520280858271,13,-0.08886024782976404,1433.0,1536.0,1319.4125000000001,1.0860894526920124,1.1641545005826455,0,0.2222222222222222,-6.862716652560909,146,333,72.90177811215092
85,Houston,CUSA,18-16,112.5337973711344,40,102.95653620848186,178,0.7355345287103777,85,18,16,7,9,7-9,0.6180074541993757,0.5584678192570068,0.6292925365976865,0.6180074541993757,0.5584678192570068,0.6292925365976865,0.7877306221619184,0.8363594568963859,105.79556594966755,100.43830391830325,105.79556594966755,100.43830391830325,108.56249983204935,99.98504252728459,120.00649458797771,104.69794678378997,0.8276927927826842,6,-0.06021447648501976,1180.0,1151.0,1123.125,1.050639955481358,1.024819143016138,0,0.4375,-6.236197950013131,133,302,71.14261212661295
86,Northwestern,B10,20-14,114.08035350736787,28,104.50413711436083,213,0.732683122566286,86,20,14,7,11,7-11,0.6220045783805005,0.3905924928122459,0.7669533491337527,0.6220045783805005,0.3905924928122459,0.7669533491337527,0.7212082202004808,0.8637219946078502,105.33107240283289,99.40359719571607,105.33107240283289,99.40359719571607,116.07942297966116,106.62399233219098,131.5186489399307,118.20814975397766,0.7733050782819877,13,0.051236496192954784,1237.0,1294.0,1135.2374999999997,1.0896398330745771,1.1398495909446265,0,0.3888888888888889,-1.9016537630745214,68,60,62.195480895332715
87,South Carolina,SEC,15-16,106.2001830611199,122,97.5015429057366,76,0.7276560612318005,87,15,16,6,10,6-10,0.7035126283064305,0.5729629148151009,0.8107553902557638,0.7035126283064305,0.5729629148151009,0.8107553902557638,0.6890438946327931,0.7748417483490397,108.12376164276392,98.59996032559229,108.12376164276392,98.59996032559229,104.38866046731695,97.63852203170856,108.59893585283112,101.08987040704648,0.6950835685124711,10,0.014362668228913411,1081.0,1162.0,1102.0500000000002,0.9808992332471301,1.0543986207522342,0,0.375,-4.040650339323541,100,132,68.5753591869539
88,Auburn,SEC,14-17,110.89374273914004,54,101.81221854960623,155,0.7276212329671352,88,14,17,6,10,6-10,0.6385514994263272,0.47409748768188564,0.7698917041031367,0.6385514994263272,0.47409748768188564,0.7698917041031367,0.7440075640377544,0.8506093830519087,105.92704731482294,99.68822601111346,105.92704731482294,99.68822601111346,112.86143783801928,100.58043678579172,114.47638640481021,104.13398291322845,0.7481815602444395,9,-0.09215542603800836,1180.0,1224.0,1128.7499999999998,1.045404208194906,1.0843853820598008,0,0.375,-7.023405483722305,149,335,69.13061558252873
89,Virginia,ACC,15-16,105.84380022739326,126,97.42948554533433,73,0.7216394926553636,89,15,16,5,11,5-11,0.687717731152979,0.4567327184057343,0.8507640256018428,0.687717731152979,0.4567327184057343,0.8507640256018428,0.6945058386374585,0.8748446587039311,106.89623919446275,97.981122691412,106.89623919446275,97.981122691412,104.10947550449919,96.83251162751009,102.44753488216921,102.819037476902,0.48959482868895426,11,0.00488801586606219,1004.0,1080.0,1040.2125,0.9651874016126512,1.0382493961570352,0,0.3125,-4.311964904993452,104,158,61.447253991162604
90,Saint Louis,A10,22-13,100.06350612707476,212,92.11212036469286,21,0.7215539602507338,90,22,13,11,5,11-5,0.6062410145541743,0.4808434393275756,0.6830841420750293,0.6062410145541743,0.4808434393275756,0.6830841420750293,0.7936434359755571,0.8586261629849026,105.18020877135625,100.79775202590282,105.18020877135625,100.79775202590282,101.23606913959233,91.13728526608618,106.81007581199749,99.29934894821972,0.6981497057984966,6,0.042970532324918875,1028.0,988.0,1057.5874999999999,0.9720235914286053,0.9342016618010331,0,0.6875,-2.858969560078478,85,67,62.24789317153102
91,Nebraska,B12,15-18,106.90706364543104,109,98.49702997665604,89,0.7195509411406174,91,15,18,2,14,2-14,0.6578087205130956,0.4118178809872976,0.8568485935239495,0.6578087205130956,0.4118178809872976,0.8568485935239495,0.6700244265041326,0.8527699332664973,106.68743626515403,98.57015549032216,106.68743626515403,98.57015549032216,103.34999202957715,98.02189687367319,113.59796712713681,104.71592341780267,0.7183447526488562,14,-0.025238382119461722,1005.0,1166.0,1059.0625,0.9489524933608734,1.1009737385659486,0,0.125,-4.95739486618607,113,230,62.76783996424932
92,Sam Houston St.,Slnd,21-8,110.55281910343672,56,101.92105035816576,158,0.7180666036004559,92,21,8,14,2,14-2,0.44625850208557816,0.5824408748241863,0.34597380380395293,0.44625850208557816,0.5824408748241863,0.34597380380395293,0.8556493673198182,0.7495391420333161,102.28738180534168,103.89264940700018,102.28738180534168,103.89264940700018,110.62066760346588,100.05772513548507,107.11044425311968,92.41483325446288,0.8451542133229111,2,0.020547161463887353,1309.0,1111.0,1149.7,1.1385578846655648,0.9663390449682525,0,0.875,-2.3091370595364236,76,117,68.72998855142659
93,Arizona,P10,16-15,108.13692126936732,86,99.73696170042143,110,0.7170573459723678,93,16,15,10,8,10-8,0.7194040564652625,0.6778521979001652,0.7495819689250452,0.7194040564652625,0.6778521979001652,0.7495819689250452,0.7095819062780443,0.7263818663373204,108.08304465727926,98.07603152158916,108.08304465727926,98.07603152158916,109.80789358167745,97.98455624610044,127.02900681821912,115.04020458244906,0.757686719368971,11,0.04826390461413871,1292.0,1265.0,1240.6,1.0414315653715944,1.0196679026277609,0,0.5555555555555556,-3.627413088166313,89,63,67.4817653799773
94,Portland,WCC,19-11,109.6258363177624,65,101.36470701689348,149,0.7111556208497388,94,19,11,10,4,10-4,0.5605549201831393,0.5737948436068311,0.5259427875811602,0.5605549201831393,0.5737948436068311,0.5259427875811602,0.7943642854548404,0.7770242088451289,105.43895011575525,101.93926399731266,105.43895011575525,101.93926399731266,109.43413756251128,98.20199422667523,115.9570324061126,116.92727177102759,0.4760626043061209,6,0.03141947251439747,1008.0,885.0,903.9625000000001,1.1150905043074242,0.9790229130080064,0,0.7142857142857143,-2.470169571653726,81,94,62.87894512137842
95,Pacific,BW,23-12,105.34135971089134,138,97.41985055367199,72,0.7107491943989175,95,23,12,12,4,12-4,0.48199703560797297,0.5362950464188716,0.37676160527808483,0.48199703560797297,0.5362950464188716,0.37676160527808483,0.8527655739403306,0.8085043870647262,103.37793256662897,103.67773517087737,103.37793256662897,103.67773517087737,105.10951772890864,98.01472514855527,111.19125303171583,121.0194050628202,0.27407584966708687,3,-0.01631594977510953,1044.0,926.0,971.3625,1.0747789831293673,0.9533001325457798,0,0.75,-5.582175826407344,125,205,60.08250069629464
96,Oklahoma,B12,13-18,111.19804393822174,50,103.02877717350567,182,0.7063041402966846,96,13,18,4,12,4-12,0.7124998077968692,0.5210910037566269,0.8686677390971814,0.7124998077968692,0.5210910037566269,0.8686677390971814,0.6600050031643911,0.8158940544027881,108.89536017669538,98.25133859786814,108.89536017669538,98.25133859786814,108.43615175151591,98.48899774535859,120.82245450765852,112.39822894955698,0.6965981729745663,15,-0.013045792783632493,1073.0,1203.0,1090.6375,0.983828265578618,1.103024607167826,0,0.25,-5.197476566394527,116,195,65.14413471730921
97,Southern Miss,CUSA,16-14,103.71415428421555,156,96.31535418810894,62,0.7008030394391254,97,16,14,8,8,8-8,0.5612367230343752,0.40706462453397235,0.6336858493536954,0.5612367230343752,0.40706462453397235,0.6336858493536954,0.7880178302792785,0.8478455249700921,103.683196574497,100.60657444341159,103.683196574497,100.60657444341159,101.99901944566783,94.89073011171499,101.81829597584344,94.81009755241242,0.6942596450885195,6,-0.04831452258234192,970.0,933.0,969.1875,1.000838331076288,0.9626620236022442,0,0.5,-5.220520989032711,117,280,60.75556191791086
98,Illinois St.,MVC,22-11,106.24416236304911,121,98.66820132612204,93,0.7007217556582213,98,22,11,11,7,11-7,0.5678740694507827,0.37392449834307057,0.665336421161639,0.5678740694507827,0.37392449834307057,0.665336421161639,0.8105286973322384,0.9120850146623632,103.88850314303559,101.36836582678171,103.88850314303559,101.36836582678171,106.81465662172361,97.8888377853976,103.57714934679728,106.2651466620427,0.4268690155210471,4,0.06943586325260431,1213.0,1152.0,1144.3875000000003,1.059955653133226,1.0066520300160564,0,0.6111111111111112,-2.5178237529219025,82,36,64.40108586258772
99,Penn St.,B10,11-20,108.26963787384179,84,100.69206201119579,133,0.6972875706973525,99,11,20,3,15,3-15,0.6558678220680381,0.38807479581219045,0.8209463706223211,0.6558678220680381,0.38807479581219045,0.8209463706223211,0.6875173619140537,0.8688404435685996,106.86645087514326,98.98307929272127,106.86645087514326,98.98307929272127,108.2535441969618,99.39508631660267,111.20126317874166,103.13959188375625,0.7038025822646187,13,-0.1195166995000988,1120.0,1205.0,1111.65,1.0075113569918588,1.083974272477848,0,0.16666666666666666,-8.266953753913553,176,343,62.15239443904873
100,Stanford,P10,14-18,106.90429903611923,110,99.46275913431404,105,0.6962985757258019,100,14,18,7,11,7-11,0.6750392174058574,0.5256932698480777,0.7518593228441177,0.6750392174058574,0.5256932698480777,0.7518593228441177,0.7237964664076342,0.8023726848529537,107.1650190229685,99.19753810073306,107.1650190229685,99.19753810073306,106.12309951341145,99.75015147848785,107.54411326896606,105.45438522119869,0.5561768672176302,10,-0.04221436003982498,1175.0,1240.0,1173.55,1.001235567295812,1.0566230667632397,0,0.3888888888888889,-6.871363231918733,148,263,66.37608989639924
101,Kent St.,MAC,23-10,105.65905310318536,131,98.33484881121136,87,0.6955398151703843,101,23,10,13,3,13-3,0.5604667279002019,0.6053331847436334,0.4865141564129957,0.5604667279002019,0.6053331847436334,0.4865141564129957,0.8185123748699235,0.770137266583161,103.84167557981029,101.1225474354354,103.84167557981029,101.1225474354354,104.01854959240752,93.27956279180928,101.35697254711788,97.21221699218954,0.6177835674877228,3,0.09408789088590619,1143.0,981.0,1081.7000000000003,1.056670056392715,0.9069057964315427,0,0.8125,-1.9610541948148725,71,13,66.82481922891843
102,Ohio,MAC,21-15,107.4502061423903,97,100.08819754675338,118,0.6934336476360766,102,21,15,7,9,7-9,0.5262982616354364,0.5057231155853331,0.48551538395556215,0.5262982616354364,0.5057231155853331,0.48551538395556215,0.8413280323868686,0.8383211903826412,103.36633970708822,102.13366499434704,103.36633970708822,102.13366499434704,105.01698721597896,102.05036094004232,109.31464806239718,100.75646799930074,0.7185996640572925,3,-0.05090848958306682,1191.0,1144.0,1129.3874999999998,1.0545539064315836,1.0129384290157277,0,0.4375,-7.585922308677432,160,284,68.67106103735364
103,Morehead St.,OVC,22-11,105.54215318323162,132,98.70028833156636,94,0.6836851570024587,103,22,11,15,3,15-3,0.4183872743306225,0.5223352759691726,0.3434721084943808,0.4183872743306225,0.5223352759691726,0.3434721084943808,0.8652962010432779,0.7739411229745536,101.7265193203337,105.11006463528766,101.7265193203337,105.11006463528766,104.74018742571754,98.48862382177487,105.72739871865501,106.89323953471403,0.46851302422548496,3,-0.03648794874373129,1313.0,1140.0,1199.2749999999999,1.0948281253257177,0.9505743053094579,0,0.8333333333333334,-4.718455569992982,110,252,64.4312501414891
104,Charlotte,A10,19-12,108.05596636542913,89,101.226347271962,145,0.6793611866265086,104,19,12,9,7,9-7,0.5915748296449558,0.5043120420957751,0.6805572125547428,0.5915748296449558,0.5043120420957751,0.6805572125547428,0.7460071432006822,0.7506174126284098,104.47790168661857,99.66900970436741,104.47790168661857,99.66900970436741,106.86655481966919,98.80699427965207,112.98295298214377,108.75610984017943,0.607897888347421,11,0.07977584293062101,1142.0,1145.0,1119.4125,1.020177995153708,1.0228579723739015,0,0.5625,-2.323643268191656,77,22,66.9062827229473
105,IUPUI,Sum,23-11,108.81888003282637,73,101.97199316318833,159,0.6786002354980584,105,23,11,15,3,15-3,0.4548529323595571,0.6507120896364115,0.3149766073517037,0.4548529323595571,0.6507120896364115,0.3149766073517037,0.8614578228485559,0.7359471919018818,101.9651523109631,103.67350686966765,101.9651523109631,103.67350686966765,109.12740310882819,100.2703776107286,100.62640309999331,106.91774293925312,0.33238479016238454,3,0.004919854472837493,1385.0,1158.0,1213.7625,1.1410799064891195,0.9540581456421664,0,0.8333333333333334,-4.270045695757163,103,157,64.6885999124027
106,Creighton,MVC,18-16,108.451846744357,81,101.75406326310778,154,0.6754843762799819,106,18,16,10,8,10-8,0.5997793546774143,0.5132756888830868,0.6680989085816644,0.5997793546774143,0.5132756888830868,0.6680989085816644,0.7832998606882577,0.789676363982499,105.18149546926993,101.06404044998175,105.18149546926993,101.06404044998175,107.06981756135328,101.78423017418444,111.47984248831102,108.79707945415255,0.5695785698108929,6,-0.012951062162040117,1213.0,1227.0,1159.5,1.046140577835274,1.0582147477360933,0,0.5555555555555556,-6.216361807230917,131,194,65.58564621990342
107,UCLA,P10,14-18,107.52741953573229,96,100.91314782362578,137,0.6748239349667473,107,14,18,8,10,8-10,0.6849552613955874,0.5591332287796367,0.7542092460778617,0.6849552613955874,0.5591332287796367,0.7542092460778617,0.7146863866881454,0.7695636801624497,107.398999651385,98.68488988672694,107.398999651385,98.68488988672694,107.92163333119623,100.99524998932715,123.01994523821804,116.43330604897334,0.6531287273113874,11,-0.017293761305881616,1170.0,1226.0,1153.5375000000001,1.0142713175774518,1.0628176370512443,0,0.4444444444444444,-6.587521522873101,138,210,63.80886659063319
108,Bradley,MVC,16-15,107.20562773366493,104,100.68890228744573,132,0.6728714973715758,108,16,15,9,9,9-9,0.6379930115439492,0.5553328063851521,0.6683844686357873,0.6379930115439492,0.5553328063851521,0.6683844686357873,0.7556667190893044,0.7654764321155582,106.36359088487448,100.28122517609522,106.36359088487448,100.28122517609522,108.36015288264096,99.89863528577686,99.99856644092523,95.50817795276808,0.62909952230154,6,0.015020750738926614,1241.0,1244.0,1184.475,1.0477215644061717,1.050254332088056,0,0.5,-5.372593697731037,123,130,64.67462918967763
109,Washington St.,P10,15-15,107.95977748521584,90,101.65677015116941,153,0.6663673919438268,109,15,15,6,12,6-12,0.6261611222706035,0.41378705906635393,0.7551331090799333,0.6261611222706035,0.41378705906635393,0.7551331090799333,0.7501876501562352,0.8435883269193617,105.57264809080867,99.59583794134934,105.57264809080867,99.59583794134934,104.89814816894733,99.93065758093783,110.45083681428545,102.2878049314476,0.7074374170740547,8,-0.00886596194597955,1187.0,1287.0,1208.6125,0.9821179244795168,1.064857429490428,0,0.3333333333333333,-5.638625432002356,126,185,66.04419328362097
110,Arkansas,SEC,14-18,105.96939033900605,124,100.05071952003732,115,0.6594714784703904,110,14,18,7,9,7-9,0.642758730545599,0.49154392576924655,0.7777022902338554,0.642758730545599,0.49154392576924655,0.7777022902338554,0.7505951502515777,0.8510367100515811,106.29082549533958,100.15810537920423,106.29082549533958,100.15810537920423,106.0174631956007,96.67156474848842,118.55218571946422,113.73206866577348,0.6171196017282042,8,-0.05478213418407507,1183.0,1193.0,1165.1499999999999,1.015319915890658,1.0239025018237997,0,0.4375,-7.909761107298869,168,294,69.73589631889227
111,Akron,MAC,23-11,105.74384265936071,130,99.97347696639227,112,0.6559547703433657,111,23,11,12,4,12-4,0.48900143010778985,0.46216123301944073,0.4968008383652401,0.48900143010778985,0.46216123301944073,0.4968008383652401,0.8610032152492261,0.8449638542031936,102.6456842641625,103.12191815038865,102.6456842641625,103.12191815038865,105.54684439531836,97.96822354579996,100.19792565682945,100.25599445628363,0.49833430859917394,2,0.03394008348078714,1124.0,1049.0,1065.1000000000001,1.0552999718336304,0.9848840484461552,0,0.75,-3.817956393725119,95,84,64.85718680988482
112,Iona,MAAC,21-10,100.01613800629374,213,94.73960453411884,40,0.6509672195392507,112,21,10,12,6,12-6,0.49945820253527223,0.5261251732511939,0.4749994900399679,0.49945820253527223,0.5261251732511939,0.4749994900399679,0.8437595079778953,0.7915014401901974,102.03766562708385,102.16995963838114,102.03766562708385,102.16995963838114,97.56234435743947,94.31049036459453,123.85513163484356,122.66568964642077,0.5277150388712442,4,0.06025430720187985,1120.0,1063.0,1153.6750000000002,0.9708106702494201,0.9214033414956551,0,0.6666666666666666,-3.62087949289191,88,48,64.44580117692531
113,George Washington,A10,16-15,103.73595700990862,155,98.27649140545746,86,0.650613137786565,113,16,15,6,10,6-10,0.5747209242057698,0.43098798028568464,0.6571481419378871,0.5747209242057698,0.43098798028568464,0.6571481419378871,0.7970971035591433,0.8980833724530777,104.34693555382792,101.14330437796292,104.34693555382792,101.14330437796292,103.6568787130998,97.87858497468426,113.23634859601314,106.2446493972933,0.6754472142434872,6,-0.028186833732650296,1081.0,1095.0,1083.8249999999998,0.9973934906465529,1.0103107051415128,0,0.375,-6.222659160772145,132,234,66.9549091425166
114,New Mexico St.,WAC,21-12,111.1482790592236,51,105.533950917266,232,0.6447573882185911,114,21,12,11,5,11-5,0.5802341744844729,0.5374444315981075,0.5721615142049676,0.5802341744844729,0.5374444315981075,0.5721615142049676,0.7760633132833406,0.7582958473930616,105.58799443907162,102.05209696661731,105.58799443907162,102.05209696661731,109.46127581230222,102.71704384169763,116.70667719583382,109.90855905591197,0.6660053391418888,8,0.11840915455539502,1257.0,1229.0,1149.7125,1.093316807462735,1.0689628928971373,0,0.6875,-2.1862907194343437,74,7,70.18394565625925
115,Oregon,P10,16-16,105.7466346528161,129,100.55650259018638,128,0.6407800549453814,115,16,16,7,11,7-11,0.6361712602026097,0.4276948798352737,0.757923807365909,0.6361712602026097,0.4276948798352737,0.757923807365909,0.7504161463007372,0.8653960122805181,106.01328153155828,99.93572851198202,106.01328153155828,99.93572851198202,101.84606294265772,99.37920605790161,103.14165890010801,99.25063854681082,0.6087909146091753,8,0.019140087253104565,1153.0,1271.0,1206.5,0.9556568586821385,1.053460422710319,0,0.3888888888888889,-5.928008855212283,128,120,65.97151613378871
116,Southern Illinois,MVC,14-15,106.57332592284857,114,101.3467142051341,148,0.6406730873264511,116,14,15,6,12,6-12,0.5825284986533639,0.4224963391078475,0.6718973094487608,0.5825284986533639,0.4224963391078475,0.6718973094487608,0.8021653431959463,0.8634794450399254,104.50293401259741,101.05397556308496,104.50293401259741,101.05397556308496,103.51267599461899,99.75964790629469,110.29536847927405,110.56166407661664,0.4930674505394983,4,-0.05272756367747006,1202.0,1221.0,1179.1000000000001,1.0194215927402255,1.0355355779832074,0,0.3333333333333333,-7.538414597979737,159,289,66.0752030960677
117,Fairfield,MAAC,23-11,106.29548805426492,118,101.14048139195225,143,0.6391535988625757,117,23,11,13,5,13-5,0.47312220477308553,0.38940879327392247,0.4758982762537496,0.47312220477308553,0.38940879327392247,0.4758982762537496,0.8471709509589603,0.8395626302316672,100.81749407915925,102.24497990929801,100.81749407915925,102.24497990929801,107.46919913479275,101.89935511276298,101.5920335413684,95.4262989417463,0.6726126279806972,4,0.057758708531061353,1270.0,1187.0,1195.2874999999997,1.0625058824759737,0.9930665216527407,0,0.7222222222222222,-3.8315710577450415,96,49,65.2616074245502
118,Hofstra,CAA,18-15,102.38868750814727,176,97.71568690198298,78,0.6311637213042958,118,18,15,10,8,10-8,0.5154138627386996,0.5082140265805858,0.5092437295270926,0.5154138627386996,0.5082140265805858,0.5092437295270926,0.8377482548686469,0.8126422209590913,103.31013251909667,102.06932313959238,103.31013251909667,102.06932313959238,102.73066849222928,96.48093455399375,93.72199843921508,95.27512562799473,0.4528871708080633,3,-0.05147467148830687,1282.0,1199.0,1238.825,1.0348515730631849,0.9678526022642423,0,0.5555555555555556,-7.218880864255871,155,287,68.77599991934449
119,Harvard,Ivy,20-8,106.99911958071141,105,102.14221253832358,165,0.6304684563038624,119,20,8,10,4,10-4,0.4295864450840411,0.508851997988542,0.3386925028013553,0.4295864450840411,0.508851997988542,0.3386925028013553,0.850984941489134,0.805403273835607,100.06796742945188,103.28284268870512,100.06796742945188,103.28284268870512,105.90177648080254,103.53243801077188,98.68188041852046,97.40393672070633,0.5374048043320226,4,0.07216005113980795,992.0,889.0,900.8375,1.1011974967738354,0.9868594502338103,0,0.7142857142857143,-1.9278267067991266,69,32,67.13748184542642
120,Louisiana Tech,WAC,24-11,104.11897848471412,150,99.4294169389286,103,0.6294812281956518,120,24,11,9,7,9-7,0.5309929942125796,0.4380374533164921,0.5740331186932371,0.5309929942125796,0.4380374533164921,0.5740331186932371,0.8169454637830619,0.8438490888619794,105.04618022053786,103.5748185609672,105.04618022053786,103.5748185609672,102.23371776964834,96.32850534521572,116.81030928783078,107.99090844592925,0.7115244232315103,4,0.126100999665414,1126.0,1104.0,1095.1125,1.0282048647969957,1.0081156045611752,0,0.5625,-2.3566876338780016,78,6,67.31636886462162
121,William & Mary,CAA,21-11,108.58091902704246,78,103.77790797570684,194,0.627215490340165,121,21,11,12,6,12-6,0.588019695965017,0.6315950110478313,0.5383440816126392,0.588019695965017,0.6315950110478313,0.5383440816126392,0.7796469224816379,0.7210917771347053,103.79017864197235,99.69170112378058,103.79017864197235,99.69170112378058,104.21578060366238,100.3113672785515,110.09895300885405,102.13217439482759,0.7034508261055985,6,0.1587344768153116,1143.0,1120.0,1108.5500000000004,1.0310766316359203,1.0103288079022141,0,0.6666666666666666,-1.4792900635771273,64,1,59.95576792893458
122,Boston University,AE,21-14,103.9795834163815,151,99.53024915780759,106,0.6231474109823876,122,21,14,11,5,11-5,0.4502779973766066,0.5951754312732156,0.2852774493141498,0.4502779973766066,0.5951754312732156,0.2852774493141498,0.8492212222541949,0.7578640294380818,100.5410546604103,102.62783911236923,100.5410546604103,102.62783911236923,98.19261324471522,97.74657972640094,116.23147408464887,114.84930396426165,0.5343389095169206,5,-0.02874806250105022,1121.0,990.0,1085.275,1.032917924028472,0.9122111907120314,0,0.6875,-7.297821429660168,156,236,69.75034205439158
123,Milwaukee,Horz,18-14,106.05517865511493,123,101.52267875603064,152,0.6229970986699869,123,18,14,10,8,10-8,0.5406481340478816,0.5086771333330161,0.553202310949928,0.5406481340478816,0.5086771333330161,0.553202310949928,0.8065908087689546,0.8049891996288014,104.16262841323373,101.70277711385536,104.16262841323373,101.70277711385536,101.14571715939604,97.1592667437034,112.07488856061846,104.35888233936176,0.6943027283391394,5,0.009325212295413388,1199.0,1181.0,1196.425,1.0021522452305829,0.9871074242012663,0,0.5555555555555556,-6.172470397881553,130,149,65.87958741975862
124,Princeton,Ivy,21-9,98.19824721601697,246,94.00400586629229,36,0.6229259689614565,124,21,9,11,3,11-3,0.40312018707266734,0.4087391929642834,0.3397477132157314,0.40312018707266734,0.4087391929642834,0.3397477132157314,0.8681631541110154,0.860988609727164,100.01645615520702,104.30817028763379,100.01645615520702,104.30817028763379,99.10117434267151,90.50573749942625,90.51996294895554,91.24606210540983,0.4770465477132979,2,0.03744773112920774,832.0,693.0,797.5124999999999,1.0432438363035064,0.8689518973056849,0,0.7857142857142857,-3.7869703197904556,93,79,58.465536830641184
125,Niagara,MAAC,18-15,105.49381889895173,135,101.10802117218498,141,0.6197113788632694,125,18,15,9,9,9-9,0.49837048412346674,0.49201281643450573,0.4866632524462424,0.49837048412346674,0.49201281643450573,0.4866632524462424,0.8613571901426726,0.8586872646513336,101.15700918867438,101.7552017848924,101.15700918867438,101.7552017848924,104.11130614218294,100.10652951412101,97.34865355550365,100.11407741504279,0.4201564446736561,1,-0.048291487482907125,1287.0,1232.0,1259.1999999999996,1.0220775095298607,0.978398983481576,0,0.5,-8.740267799635875,183,279,68.15584109481232
126,Oregon St.,P10,14-18,99.7690602949695,216,95.6493091446557,53,0.6189162784587838,126,14,18,8,10,8-10,0.6372137207128976,0.43870589349515493,0.7603034805695965,0.6372137207128976,0.43870589349515493,0.7603034805695965,0.7562236374042224,0.8702277338644265,105.55633382117382,99.55205060694941,105.55633382117382,99.55205060694941,99.37668733682725,91.39462364545095,106.39265528728397,92.43118276365661,0.8344817895541822,7,-0.020695792926415657,1057.0,1087.0,1119.8500000000001,0.9438764120194668,0.9706657141581461,0,0.4444444444444444,-7.17773059900041,153,220,61.06831638529344
127,Green Bay,Horz,20-13,106.99400500868208,106,102.58548723874921,171,0.6186631462799904,127,20,13,11,7,11-7,0.5376183107706551,0.4918128467230971,0.5536736905137627,0.5376183107706551,0.4918128467230971,0.5536736905137627,0.8270529017715034,0.8464966540730902,103.58026721486111,101.91969186676849,103.58026721486111,101.91969186676849,106.95245518167866,101.55699115028021,142.54725402291402,134.40000148604182,0.6630265290221686,3,0.05279675078987878,1222.0,1201.0,1157.9750000000001,1.0552904855458882,1.0371553790021373,0,0.6111111111111112,-5.305728584639932,121,56,63.40431060506825
128,Montana,BSky,20-10,105.47528905007547,136,101.15058391228598,144,0.6180933201916555,128,20,10,10,6,10-6,0.4384087590554793,0.49858550116053824,0.3611373414652199,0.4384087590554793,0.49858550116053824,0.3611373414652199,0.8759636971652153,0.8332873364345668,103.11729669432438,105.894687144834,103.11729669432438,105.894687144834,104.18082627971955,103.15250099671157,98.22197114942435,85.49471205481811,0.8314469736147733,2,0.022527522118788834,1134.0,1016.0,1012.475,1.1200276550038273,1.0034815674461097,0,0.625,-4.487297381577363,108,113,61.58635950511187
129,Belmont,ASun,19-12,103.85453498354937,153,99.59709514427388,108,0.6180712144723705,129,19,12,14,6,14-6,0.40658276512653596,0.558334388690656,0.3347166015736079,0.40658276512653596,0.558334388690656,0.3347166015736079,0.8714438942085644,0.7427371390453767,100.83294667328465,104.31914227932131,100.83294667328465,104.31914227932131,100.22856484650521,97.51822796960626,98.6526933086744,99.31276211710168,0.4808373097204893,2,-0.05570365785786846,1457.0,1338.0,1414.9875,1.0296910750094965,0.9455913921501073,0,0.7,-6.8672539090828355,147,297,68.51828878585891
